id,original_address_1,original_address_2,standardized_address_1,standardized_address_2,match_level,confidence_score,analysis,method_used,timestamp,status
304,"Zug,6300,CHE","Old Salisbury Lane
Romsey
SO51 0ZN
%1,Romsey,SO51 0ZN,GBR","Zug, 6300, Zug, Switzerland","Old Salisbury Lane, Romsey, SO51 0ZN, Hampshire, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:32.220071,success
305,"Tessinerplatz 5,Zürich,8027,CHE","1 Tower Place
London
EC3R 5BU
%1,London,EC3R 5BU,GBR","Tessinerplatz 5, Zürich, 8027, Zürich, Switzerland","1 Tower Place, London, EC3R 5BU, Greater London, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:32.220071,success
306,"Hohenrainstrasse 24,Pratteln,4133,CHE","Woodlands Estate   Manton Lane   Bedford
Bedford
MK41 7LW
%1,Bedford,MK41 7LW,GBR","Hohenrainstrasse 24, Pratteln, Basel-Landschaft, 4133, Switzerland","Woodlands Estate, Manton Lane, Bedford, Bedfordshire, MK41 7LW, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:49.113069,success
307,"Chemin de la Mairie 24,Perly,1258,CHE","Chemin de la Mairie 24,1213,CHE","Chemin de la Mairie 24, Perly, Geneva, 1258, Switzerland","Chemin de la Mairie 24, Petit-Lancy, Geneva, 1213, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:49.113069,success
308,"Schärenmoosstrasse 99,    ,Zürich,CHE","8005,CHE","Schärenmoosstrasse 99, Zürich, Zürich, 8052, Switzerland","Zürich, Zürich, 8005, Switzerland",POSSIBLE_MATCH,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:49.113069,success
309,"Geneva,1258,CHE","20 Canada Square 
Canary Wharf
London 
E!$ 5LH
United Kingdom,GBR","Geneva, Geneva, 1258, Switzerland","20 Canada Square, Canary Wharf, London, E14 5LH, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:49.113069,success
310,"Josefstrasse 218    ,Zurich,8005,CHE","218 West Yard Road,USA","Josefstrasse 218, Zürich, Zürich, 8005, Switzerland","218 West Yard Road, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:51:49.113069,success
311,"Syngenta MÃ¼nchwilen    ,MÃ¼nchwilen AG,4333,CHE","Syngenta Compton House_x000D_
 _x000D_
 _x000D_,GUILDFORD,GU3 1LR,GBR","Syngenta, Münchwilen, Aargau, 4333, Switzerland","Syngenta Compton House, Guildford, Surrey, GU3 1LR, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:07.518523,success
312,"Syngenta Crop Protection AG Werk Rosental Schwarzwaldallee 215,Basel,4058,CHE","Syngenta Compton House_x000D_
 _x000D_
 _x000D_,GUILDFORD,GU3 1LR,GBR","Syngenta Crop Protection AG Werk Rosental, Schwarzwaldallee 215, Basel, 4058, Switzerland","Syngenta Compton House, Guildford, Surrey, GU3 1LR, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:07.518523,success
313,"Lindbergh-Allee 1    ,Glattpark,CHE","400013,IND","Lindbergh-Allee 1, Glattpark, Opfikon, Zurich, Switzerland","Mumbai, Maharashtra, 400013, India",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:07.518523,success
314,"Riedbachstrasse 150    ,Bern,3027,CHE","_x000D_
Stationsstraat 100_x000D_
 _x000D_,Stationsstraat 100,MECHELEN,2800,BEL","Riedbachstrasse 150, Bern, 3027, Switzerland","Stationsstraat 100, Mechelen, Antwerp, 2800, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:07.518523,success
315,"Opfikon,8152,CHE","400013,IND","Opfikon, Zurich, 8152, Switzerland","Mumbai, Maharashtra, 400013, India",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:07.518523,success
316,"Opfikon Ch Lindbergh-allee 1    ,Opfikon,8152,CHE","8152,CHE","Lindbergh-Allee 1, Opfikon, 8152, Switzerland","Opfikon, 8152, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:25.138856,success
317,"Beethovenstrasse 33,Zürich,8002,CHE",,,,NO_MATCH,0,One or both addresses are empty,validation_check,2025-08-22T10:52:25.138856,empty_address
318,"Beethovenstrasse 33    ,Zurich,8002,CHE","8002,CHE","Beethovenstrasse 33, Zürich, 8002, Switzerland","Zürich, 8002, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:25.138856,success
319,"Rothausstrasse 61,Muttenz,4132,CHE","_x000D_
 _x000D_
Waarderweg 39_x000D_,Haarlem,2031 BN,NLD","Rothausstrasse 61, Muttenz, 4132, Switzerland","Waarderweg 39, Haarlem, 2031 BN, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:25.138856,success
320,",NULL,CHE","_x000D_
 _x000D_
Vollenhovermeer 2_x000D_,OSS,5347 JV,NLD",Switzerland,"Vollenhovermeer 2, Oss, 5347 JV, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:25.138856,success
321,"Hohenrainstrasse 24,Pratteln,4133,CHE","Vollenhovermeer 2,OSS,5347 JV,NLD","Hohenrainstrasse 24, Pratteln, 4133, Basel-Landschaft, Switzerland","Vollenhovermeer 2, Oss, 5347 JV, North Brabant, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:45.686911,success
322,"Route de Pré-Bois 20    ,Meyrin,1217,CHE","ICC Building-Bloc-A
20 Route de Pre-Bois
1215 GENEVE
Switzerland,GENEVE,1215,CHE","Route de Pré-Bois 20, Meyrin, 1217, Geneva, Switzerland","Route de Pré-Bois 20, Genève, 1215, Geneva, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:45.686911,success
323,"Rothausstrasse 61,Muttenz,4132,CHE","Lichtstrasse 35,Basel,4056,CHE","Rothausstrasse 61, Muttenz, 4132, Basel-Landschaft, Switzerland","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:45.686911,success
324,"3 Place des Bergues,Genève,1201,CHE","21 Moorfields,London,EC2M 6TX,GBR","3 Place des Bergues, Genève, 1201, Geneva, Switzerland","21 Moorfields, London, EC2M 6TX, England, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:45.686911,success
325,"Hardstrasse 201 Prime Tower,Zürich,8005,CHE","Hardstrasse 201,8005,CHE","Hardstrasse 201, Prime Tower, Zürich, 8005, Zurich, Switzerland","Hardstrasse 201, Zürich, 8005, Zurich, Switzerland",IDENTICAL,95,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:52:45.686911,success
326,"Wurmisweg 576,Kaiseraugst,4303,CHE","45 WATERVIEW BLVD_x000D_
 _x000D_
 _x000D_,PARISPPANY,07054,USA","Wurmisweg 576, Kaiseraugst, 4303, Switzerland","45 Waterview Boulevard, Parsippany, New Jersey, 07054, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:04.127235,success
327,"Industrie Nord 1  ,Werthenstein,6105,CHE","Industriepark 30 - Zone A
2220 Heist-op-den-Berg
%1,Heist-op-den-Berg,2220,BEL","Industrie Nord 1, Werthenstein, 6105, Switzerland","Industriepark 30 - Zone A, Heist-op-den-Berg, 2220, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:04.127235,success
328,"Josefstrasse 218    ,Zurich,8005,CHE","218 West Yard Road,USA","Josefstrasse 218, Zurich, 8005, Switzerland","218 West Yard Road, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:04.127235,success
329,"Schaffhauserstr. 101,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein AG, 4332, Switzerland","Schaffhauserstrasse, Stein, 4332, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:04.127235,success
330,"Uraniastrasse 9,Zürich,8001,CHE","Uraniastr. 9,8001,CHE","Uraniastrasse 9, Zurich, 8001, Switzerland","Uraniastrasse 9, Zurich, 8001, Switzerland",IDENTICAL_MATCH,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:04.127235,success
331,"Schaffhauserstrasse    ,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse, Stein, Aargau, 4332, Switzerland","Schaffhauserstrasse, Stein, Aargau, 4332, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:22.485999,success
332,"Chollerstrasse 4    ,Zug,6300,CHE","6300,CHE","Chollerstrasse 4, Zug, Zug, 6300, Switzerland","Zug, Zug, 6300, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:22.485999,success
333,"Zug Ch [Tm][Pt] Chollerstasse 4    ,Zug,6300,CHE","6300,CHE","Chollerstrasse 4, Zug, Zug, 6300, Switzerland","Zug, Zug, 6300, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:22.485999,success
334,"Beethovenstrasse 33    ,Zurich,8002,CHE","8002,CHE","Beethovenstrasse 33, Zurich, Zurich, 8002, Switzerland","Zurich, Zurich, 8002, Switzerland",PROBABLE_MATCH,70,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:22.485999,success
335,"Wurmisweg 576,Kaiseraugst,4303,CHE","_x000D_
 _x000D_
Vollenhovermeer 2_x000D_,OSS,5347 JV,NLD","Wurmisweg 576, Kaiseraugst, Aargau, 4303, Switzerland","Vollenhovermeer 2, Oss, North Brabant, 5347 JV, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:22.485999,success
336,"Industrie Nord 1  ,Werthenstein,6105,CHE","MSD Ireland (Carlow) Dublin Road Carlow_x000D_ _x000D_ _x000D_,CARLOW,R93KF74,IRL","Industrie Nord 1, Werthenstein, 6105, Lucerne, Switzerland","MSD Ireland (Carlow), Dublin Road, Carlow, R93 KF74, County Carlow, Ireland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:40.334981,success
337,"Rothausstrasse 61,Muttenz,4132,CHE","Lichtstrasse 35_x000D_ _x000D_ _x000D_,Basel,4056,CHE","Rothausstrasse 61, Muttenz, 4132, Basel-Landschaft, Switzerland","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:40.334981,success
338,"Rosentalstrasse 67    ,Basel,4058,CHE","Rosentalstrasse 67, 4058 Basel,CH","Rosentalstrasse 67, Basel, 4058, Basel-Stadt, Switzerland","Rosentalstrasse 67, Basel, 4058, Basel-Stadt, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:40.334981,success
339,"Rothausstrasse 61,Muttenz,4132,CHE","Lichtstrasse 35_x000D_ _x000D_ _x000D_,Basel,4056,CHE","Rothausstrasse 61, Muttenz, 4132, Basel-Landschaft, Switzerland","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:40.334981,success
340,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_ _x000D_ _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland","Lichtstrasse 35, Basel, 4056, Basel-Stadt, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:40.334981,success
341,"Brandschenkestrass 110,Zürich,8002,CHE","Strahlenbergerstrasse 110-112
63067 Offenbach
%1,Offenbach,63067,DEU","Brandschenkestrasse 110, Zürich, 8002, Switzerland","Strahlenbergerstrasse 110-112, Offenbach, 63067, Germany",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:59.860712,success
342,"Lautengartenstrasse 6    ,Basel,4052,CHE","Lautengartenstrasse 6_x000D_
_x000D_
_x000D_,Basel,4052,CHE","Lautengartenstrasse 6, Basel, 4052, Switzerland","Lautengartenstrasse 6, Basel, 4052, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:59.860712,success
343,"16 Quai General Guisan    ,Genève,1204,CHE","Refinitiv Geneva, 153 Route De Thonon,0,CHE","16 Quai General Guisan, Genève, 1204, Switzerland","153 Route De Thonon, Genève, 0, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:59.860712,success
344,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:59.860712,success
345,"Aeschengraben 27,Basel,4051,CHE","Boeing Avenue 8
1119 BW SCHIPHOL-RIJK
Netherlands,SCHIPHOL-RIJK,1119 BW,NLD","Aeschengraben 27, Basel, 4051, Switzerland","Boeing Avenue 8, Schiphol-Rijk, 1119 BW, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:53:59.860712,success
346,"Rothausstrasse 61,Pratteln,4133,CHE","Rothausstrasse 61, 4132 Muttenz,CH","Rothausstrasse 61, Pratteln, Basel-Landschaft, 4133, Switzerland","Rothausstrasse 61, Muttenz, Basel-Landschaft, 4132, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:18.617345,success
347,"Route de Thonon 153    ,Vésenaz,1222,CHE","158 Route De Thonon, _x000D_
1245 Collonge-Bellerive,Geneva_x000D_
1245","Route de Thonon 153, Vésenaz, Geneva, 1222, Switzerland","Route de Thonon 158, Collonge-Bellerive, Geneva, 1245, Switzerland",DIFFERENT,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:18.617345,success
348,"Chemin de la Mairie 24,Perly,1258,CHE","Chemin de la Mairie 24,1213,CHE","Chemin de la Mairie 24, Perly, Geneva, 1258, Switzerland","Chemin de la Mairie 24, Petit-Lancy, Geneva, 1213, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:18.617345,success
349,"Neumühlequai 6,Zürich,8001,CHE","Boeing Avenue 8
1119 BW SCHIPHOL-RIJK
Netherlands,SCHIPHOL-RIJK,1119 BW,NLD","Neumühlequai 6, Zürich, Zurich, 8001, Switzerland","Boeing Avenue 8, Schiphol-Rijk, North Holland, 1119 BW, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:18.617345,success
350,"Hohenrainstrasse 24,Pratteln,4133,CHE","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa,Tokyo,JPN","Hohenrainstrasse 24, Pratteln, Basel-Landschaft, 4133, Switzerland","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa, Tokyo, Japan",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:18.617345,success
351,"Industriestrasse 16,Rafz,8197,CHE","Industriestrasse 16 Zur01 Propco Gmbh_x000D_
 _x000D_
 _x000D_,Rafz,8197,CHE","Industriestrasse 16, Rafz, 8197, Switzerland","Industriestrasse 16, Rafz, 8197, Switzerland",IDENTICAL,98,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:36.773193,success
352,"Flughaffenstrasse,Basel,4030,CHE","1955 AVIATION AVE_x000D_
 _x000D_
 _x000D_,West Chicago,60185,USA","Flughafenstrasse, Basel, 4030, Switzerland","1955 Aviation Avenue, West Chicago, Illinois, 60185, United States",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:36.773193,success
353,"Schlossbergplatz 7,Baden,5400,CHE","Freilagerplatz 7
4142 MUENCHENSTEIN
Switzerland,MUENCHENSTEIN,4142,CHE","Schlossbergplatz 7, Baden, 5400, Switzerland","Freilagerplatz 7, Münchenstein, 4142, Switzerland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:36.773193,success
354,"Avenue de la Gare 27,Délemont,2800,CHE","Rue de la Gare 3

4950 WAIMES
%1,WAIMES,4950,BEL","Avenue de la Gare 27, Delémont, 2800, Switzerland","Rue de la Gare 3, Waimes, 4950, Belgium",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:36.773193,success
355,"Piazza Grande 2,Locarno,6600,CHE","P.zza Gae Aulenti 6 - Milano,20154,ITA","Piazza Grande 2, Locarno, 6600, Switzerland","Piazza Gae Aulenti 6, Milan, 20154, Italy",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:36.773193,success
356,"Via S. Gottardo 36,Vezia,6943,CHE","Via Galeno 36,20126,ITA","Via San Gottardo 36, Vezia, Ticino, 6943, Switzerland","Via Galeno 36, Milan, Lombardy, 20126, Italy",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:57.299157,success
357,"Rue du Lac 40,Yverdon,1400,CHE","371 Rue du Professeur Blayac_x000D_
 _x000D_
 _x000D_,Montpellier,34080,FRA","Rue du Lac 40, Yverdon-les-Bains, Vaud, 1400, Switzerland","371 Rue du Professeur Blayac, Montpellier, Hérault, 34080, France",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:57.299157,success
358,"Andreasstrasse 5,Zürich,8050,CHE","5 ST ANDREWS CROSS PLYMOUTH  United Kingdom
PL1 1AB
%1,PL1 1AB,GBR","Andreasstrasse 5, Zürich, Zurich, 8050, Switzerland","5 St Andrews Cross, Plymouth, Devon, PL1 1AB, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:57.299157,success
359,"Beethovenstrasse 19 Postfach,Zürich,8002,CHE","State Street,
Beethovenstrasse 19 
Postfach 
8027 Zurich 
Switzerland,8027,CHE","Beethovenstrasse 19, Postfach, Zürich, Zurich, 8002, Switzerland","Beethovenstrasse 19, Postfach, Zürich, Zurich, 8027, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:57.299157,success
360,"Rotkreuz,6343,CHE","_x000D_
Vollenhovermeer 2_x000D_
 _x000D_,Vollenhovermeer 2,Oss,5347 JV,NLD","Rotkreuz, Zug, 6343, Switzerland","Vollenhovermeer 2, Oss, North Brabant, 5347 JV, Netherlands",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:54:57.299157,success
361,"Zürich,8050,CHE","Netherlands,NLD","Zürich, 8050, Switzerland",Netherlands,NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:13.675001,success
362,"Rue de Bains 33    ,Genève,1211,CHE","17 Rue de Lausanne,1201,CHE","33 Rue de Bains, Genève, 1211, Switzerland","17 Rue de Lausanne, Genève, 1201, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:13.675001,success
363,"Route d'Oron 79    ,Lausanne,1010,CHE","19-21 Route D'arlon_x000D_
 _x000D_
 _x000D_,Strassen,8009,LUX","79 Route d'Oron, Lausanne, 1010, Switzerland","19-21 Route d'Arlon, Strassen, 8009, Luxembourg",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:13.675001,success
364,"Rue de Gruyeres 106    ,Bulle,1630,CHE","2 rue de L'industrie,1630,CHE","106 Rue de Gruyeres, Bulle, 1630, Switzerland","2 Rue de L'industrie, Bulle, 1630, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:13.675001,success
365,"Dammstrasse 19    ,Zug,6300,CHE","22 Mattenstrasse_x000D_
 _x000D_
 _x000D_,Basel,4058,CHE","19 Dammstrasse, Zug, 6300, Switzerland","22 Mattenstrasse, Basel, 4058, Switzerland",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:13.675001,success
366,"Fabrikstrasse 2    ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:32.946258,success
367,"Klybeckstrasse 191    ,Basel,4057,CHE","Klybeckstrasse 141
4057 Basel
%1,Basel,4057,CHE","Klybeckstrasse 191, Basel, 4057, Switzerland","Klybeckstrasse 141, Basel, 4057, Switzerland",DIFFERENT,10,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:32.946258,success
368,"Schaffhauserstrasse 101    ,Stein,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, 4332, Switzerland","Schaffhauserstrasse, Stein, 4332, Switzerland",DIFFERENT,15,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:32.946258,success
369,",NULL,CHE","CW0017A1 Church Minshall SAX, Muslin Row, Church Minshull, Nantwich, Cheshire CW5 6DY
CW5 6DY
%1,CW5 6DY,GBR","Unknown, Switzerland","CW0017A1 Church Minshall SAX, Muslin Row, Church Minshull, Nantwich, Cheshire, CW5 6DY, United Kingdom",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:32.946258,success
370,"Rothausstrasse 61,Muttenz,4132,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Rothausstrasse 61, Muttenz, 4132, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",DIFFERENT,20,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:32.946258,success
371,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:51.370755,success
372,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:51.370755,success
373,"Schaffhauserstrasse 101    ,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, 4332, Switzerland","Schaffhauserstrasse, Stein, 4332, Switzerland",POSSIBLY_RELATED,50,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:51.370755,success
374,"Rothausstrasse 61,Pratteln,4133,CHE","Rothausstrasse 61, 4132 Muttenz,CH","Rothausstrasse 61, Pratteln, 4133, Switzerland","Rothausstrasse 61, Muttenz, 4132, Switzerland",DIFFERENT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:51.370755,success
375,"Hohenrainstrasse 24,Pratteln,4133,CHE","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa,Tokyo,JPN","Hohenrainstrasse 24, Pratteln, 4133, Switzerland","2-2-24 Higashi Shinagawa, Tennozu Central Tower, Shinagawa, Tokyo, Japan",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:55:51.370755,success
376,"Flughaffenstrasse,Basel,4030,CHE","1955 AVIATION AVE_x000D_
 _x000D_
 _x000D_,West Chicago,60185,USA","Flughafenstrasse, Basel, 4030, Switzerland","1955 Aviation Avenue, West Chicago, Illinois, 60185, USA",NO_MATCH,0,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:11.328509,success
377,"Via Serafino Balestra 31 6600 Locarno  ,Locarno,CHE","Via S. Balestra 31, LOC-002
6601 Locarno
%1,Locarno,6601,CHE","Via Serafino Balestra 31, Locarno, 6600, Switzerland","Via Serafino Balestra 31, Locarno, 6601, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:11.328509,success
378,"Rue de Bains 33    ,Genève,1211,CHE","17 Rue de Lausanne,1201,CHE","Rue des Bains 33, Geneva, 1211, Switzerland","17 Rue de Lausanne, Geneva, 1201, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:11.328509,success
379,"Lichtstrasse 35,Basel,4056,CHE","Lichtstrasse 35_x000D_
 _x000D_
 _x000D_,Basel,4056,CHE","Lichtstrasse 35, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",IDENTICAL,100,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:11.328509,success
380,"Fabrikstrasse 2 4056 Basel  ,Basel,4056,CHE","Lichtstrasse 35
4056 Basel
Switzerland,Basel,4056,CHE","Fabrikstrasse 2, Basel, 4056, Switzerland","Lichtstrasse 35, Basel, 4056, Switzerland",DIFFERENT_BUT_NEARBY,30,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:11.328509,success
381,"Schaffhauserstrasse 101    ,Stein AG,4332,CHE","Schaffhauserstrasse_x000D_
 _x000D_
 _x000D_,Stein,4332,CHE","Schaffhauserstrasse 101, Stein, 4332, Aargau, Switzerland","Schaffhauserstrasse, Stein, 4332, Aargau, Switzerland",VERY_LIKELY_SAME,85,Batch comparison and standardization completed,azure_openai_batch_with_standardization,2025-08-22T10:56:29.829191,success
